C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Ahmedabad_Dengue.xlsx,15,34,19,14,30,40,18,36,49,40,28,30,42,38,21,19,21,11,4,3,9,2
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Australia_Inflluenza.xlsx,3,20,24,18,18,24,22,30,20,22,20,20,29,34,21,25,39,40,25,41,42,41,62,71,62,80,144,129,128,157,157,203,171,246,179,165,159,182,164,110,85,64,43,25,14,35,12,11,17
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Bangkok_Dengue.xlsx,220,275,679,1253,1458,1116,1141,1359,858
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\China_Hepatitis_B.xlsx,100155,98501,103977,96856,89105
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Colombia_Malaria.xlsx,1972,2033,2014,1837,1823,1680,1689,1740,1682,1840,1593,1426,1319,1183,1309,1223,1115,1112,1037,970,1097,1239,1222,1055,1132,1158,1098,1035,881,759,728,260
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Columbia_Dengue.xlsx,2637,2684,2638,2471,2299,2055,2156,2029,1695,1643,1670,1546,1594,1457,1387,1280,1211,1186,1156,981,1004,1119,1028,1010,1031,1062,1065,977,965,1051,866,446
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Hong_Kong_Dengue.xlsx,4,4,11,17,8,13,9,10,7,5
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Iquitos_Dengue.xlsx,27,6,2,5,6,18,16,22,24,35,25,29,19,26,31,32,17,24,9,12,9,4,0,13,7,10,6,0,0,0
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Japan_Influenza.xlsx,382,73,611,501,530,412,310,204,262,164,150,144,146,97,70,57,83,64,25,13,22,18,10,11,8,7,7,3,5,1,1,4,2,3,5,5,17,5,5,1,8,13,6,30,7,17,9,7,1
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Mexico_Influenza.xlsx,97,86,63,40,39,34,25,20,16,24,26,13,13,10,1,6,9,4,9,10,9,5,14,10,3,12,9,6,8,5,4,17,5,13,7,13,10,16,10,14,12,2
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Philippines_Dengue.xlsx,34.016704,39.983552,43.995142,50.88654,101.339895,36.946363
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Sanjuan_Dengue.xlsx,18,18,12,10,11,11,10,18,8,17,17,22,38,29,51,44,25,22,41,35,44,35,61,68,73,87,84,86,90,108,133,152,164,116,163,170,189,206,213,236,230,167,181,223,235,187,180,170,153,113,100,82,93,66,63,56,46,52,34,25
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Singapore_Dengue.xlsx,140,113,120,135,158,110,180,152,194,209,241,242,272,263,294,251,226,221,251,228,247,221,304,214,257,235,235,224,249,266,198,254,287,261,356,333,372,459,549,628,636,630
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Venezuela_Dengue.xlsx,2065,2123,1989,1853,1742,1617,1296,882,777,1014,917,875,865,699,457,655,511,565,598,670,688,879,1024,1038,1055,1242,1378,1575,1364,1520,1770,2126,2020
C:\Users\ojasm\OneDrive\Desktop\Ojas\Sorbonne Github\sorbonne-research\Epicasting\Merged\Venezuela_Malaria.xlsx,1044,1313,1359,1607,1192,1393,1457,1518,1328,1500,1690,1440,1570,1791,1821,1352,1887,1504,1540,1694,1611,1640,1811,1484,1445,1659,1694,1468,1668,1717,1724,1726,1655,1424
